OBJECTID,SITENAME,COMMSITEID,COMMTYPE,COMMSUBTYP,ACREAGE,LASTVISIT,DATA_METHD,DATA_SOURC,DATA_EQUIP,DATA_EDTR,DATA_DATE,ASSOCDATA,SPECIESDAT,COMMENTS,ELCODE,EONMBR,IS_QAQC,GPS_PDOP,GPS_HDOP,GPS_HRZPR,Group_legend,Centroid_X,Centroid_Y,COMLABEL,SHAPE_Length,SHAPE_Area
1355,Fairfield Beach,1,Beachshore,Salt,31.33442661,,Aerial Photo Interpretation,CT 2004 Black and White Ortho Photo,Not Applicable,CT DEP NHS,, , , ,CE1C1A0000,0,True,Not Applicable,Not Applicable,Not Applicable,Estuarine,861956.80926378,606960.04655827,B,22309.6678319623,-1364927.62345842
1356,Naugatuck State Forest,0,Acidic Rocky Summit Outcrop,Grassy Glade/Bald,0.07612403,,Aerial Photo Interpretation,CT 2006 Color NAIP Ortho Photo,Not Applicable,CT DEP NHS,2009/04/01 00:00:00+00, , , ,CT1A2A0000, ,True,Not Applicable,Not Applicable,Not Applicable,Terrestrial Non-forested,931739.8973876,729902.54837618,AcRSO,308.753303692561,-3315.96308178519
1357,Naugatuck State Forest,0,Acidic Rocky Summit Outcrop,Scrub Oak,2.09049947,,Aerial Photo Interpretation,CT 2006 Color NAIP Ortho Photo,Not Applicable,CT DEP NHS,2009/04/01 00:00:00+00, , ,"complex of scrub, deciduous woodland;, & bald",CT1A2A0000, ,True,Not Applicable,Not Applicable,Not Applicable,Terrestrial Non-forested,931666.08782394,729954.72642143,AcRSO,1709.75365664106,-91062.1572407656
1358,Naugatuck State Forest,0,Acidic Rocky Summit Outcrop,Grassy Glade/Bald,0.08903972,,Aerial Photo Interpretation,CT 2004 Black and White Ortho Photo,Not Applicable,CT DEP NHS,2009/04/01 00:00:00+00, , , ,CT1A2A0000, ,True,Not Applicable,Not Applicable,Not Applicable,Terrestrial Non-forested,931800.63447086,729658.74768269,AcRSO,235.305435529732,-3878.57040042441
1359,Naugatuck State Forest,0,Acidic Rocky Summit Outcrop,Grassy Glade/Bald,0.1003636,,Aerial Photo Interpretation,CT 2004 Black and White Ortho Photo,Not Applicable,CT DEP NHS,2009/04/01 00:00:00+00, , , ,CT1A2A0000, ,True,Not Applicable,Not Applicable,Not Applicable,Terrestrial Non-forested,931975.68005251,729728.83874985,AcRSO,267.176849240154,-4371.83881140171
1360,Cromwell Meadows WMA - Coginchaug River,3,Intertidal Marsh,Freshwater Marsh,2.5782296,,Aerial Photo Interpretation,CT 2004 Black and White Ortho Photo,Not Applicable,CT DEP NHS,, , , ,CE1B3A0000, ,True, , , ,Estuarine,1023141.60303527,768882.98517893,IM,2189.23265631887,-112307.681777231
1361,West Branch Salmon Brook,0,Floodplain Forest,Undifferentiated,15.54639729,,Aerial Photo Interpretation,CT 2004 Black and White Ortho Photo,Not Applicable,CT DEP NHS,, ,"Acer saccharum, Fraxinus americana, Acer rubrum, Tsuga canadensis",High floodplain with inclusions of Low Floodplain and open-canopy sand/gravel/cobble bars: Moorhead observed east end 2009,CT2B1A0000, ,True,Not Applicable,Not Applicable,Not Applicable,Palustrine Forested,976431.69284635,903450.4824476,FF,6544.16557281852,-677201.066056274
1362,West Branch Salmon Brook,0,Floodplain Forest,Undifferentiated,0.30258465,,Aerial Photo Interpretation,CT 2004 Black and White Ortho Photo,Not Applicable,CT DEP NHS,, , , ,CT2B1A0000, ,True,Not Applicable,Not Applicable,Not Applicable,Palustrine Forested,978508.71821986,900928.46222919,FF,634.228615562471,-13180.587527044
1363,West Branch Salmon Brook,0,Floodplain Forest,Low Floodplain,0.29993931,,Aerial Photo Interpretation,CT 2004 Black and White Ortho Photo,Not Applicable,CT DEP NHS,2009/06/06 00:00:00+00, , , ,CT2B1A0000, ,True,Not Applicable,Not Applicable,Not Applicable,Palustrine Forested,981012.1590791,902131.15765844,FF,528.469386807308,-13065.3567646356
1364,West Branch Salmon Brook,0,Floodplain Forest,Undifferentiated,6.29535192,,Aerial Photo Interpretation,CT 2004 Black and White Ortho Photo,Not Applicable,CT DEP NHS,, ,Platanus occidentlalis (from imagery),"?or complex with High FP; Moorhead observed east end 2009",CT2B1A0000, ,True,Not Applicable,Not Applicable,Not Applicable,Palustrine Forested,987893.00719402,903992.41377843,FF,4699.4076366156,-274225.530073463
1365,Farmington River,0,Floodplain Forest,High Floodplain,0.39641055,,Aerial Photo Interpretation,CT 2004 Black and White Ortho Photo,Not Applicable,CT DEP NHS,, , ,"on man-made pond berm; based on LIDAR 2000 el using 156' -158' as Low/High transition",CT2B1A0000, ,True,Not Applicable,Not Applicable,Not Applicable,Palustrine Forested,980590.97914719,856988.15804959,FF,940.352908740306,-17267.6439019546
1366,Farmington River,0,Floodplain Forest,High Floodplain,0.58415854,,Aerial Photo Interpretation,CT 2004 Black and White Ortho Photo,Not Applicable,CT DEP NHS,, , ,"on man-made pond berm; based on LIDAR 2000 el using 156' -158' as Low/High transition",CT2B1A0000, ,True,Not Applicable,Not Applicable,Not Applicable,Palustrine Forested,980808.17851594,856245.46235652,FF,1163.84215354412,-25445.946403315
1367,Tungsten Mine Park,0,Dry Subacidic Forest,Ash/Hickory Glade,0.33101958,,GPS Field Data,Not Applicable,GPS Trimble GeoExplorer3,CT DEP NHS,, , ,amphibolite ridge,CT2G4A1000,0,True, , , ,Terrestrial Forested,868678.12456128,665984.32352259,DSF,722.036722666832,-14419.2131123487
1368,NE Riga Plateau,2,Dry Subacidic Forest,Ash/Hickory Glade,0.89975049,,Aerial Photo Interpretation,CT 2006 Color NAIP Ortho Photo,Not Applicable,CT DEP NHS,2008/10/31 00:00:00+00,Not Applicable,,suspect Carya-Fraxinus because nr mapped Walloomsac schist boundary,CT2G4A1000,,True,Not Applicable,Not Applicable,Not Applicable,Terrestrial Forested,813392.60094618,942958.21708026,DSF,832.029470559553,-39193.1316649414
1369,Upper Housatonic Valley Floodplain,4,Floodplain Forest,Low Floodplain,15.81802013,,Aerial Photo Interpretation,CT 2006 Color NAIP Ortho Photo,Not Applicable,CT DEP NHS,2009/07/21 00:00:00+00,,"Acer saccharum-Fraxinus americana/Carex sprengalii; Acer saccharinum/Onoclea sensibilis; Acer saccharinum/Ageratina altissima",,CT2B1A0000,,True,,,,Palustrine Forested,831734.79326435,924061.96615894,FF,7103.32376283962,-689032.957091051
1370,Housatonic Valley Floodplain,5,Floodplain Forest,Low Floodplain,29.15293838,,Aerial Photo Interpretation,CT 2006 Color NAIP Ortho Photo,Not Applicable,CT DEP NHS,2009/07/21 00:00:00+00,,"Acer saccharum-Fraxinus americana/Carex sprengalii; Acer saccharinum/Onoclea sensibilis; Acer saccharinum/Ageratina altissima",,CT2B1A0000,,True,,,,Palustrine Forested,831384.04560627,921905.94356811,FF,13209.0879180191,-1269901.99585065
1371,Housatonic Valley Floodplain,6,Floodplain Forest,Low Floodplain,21.89396904,,Aerial Photo Interpretation,CT 2006 Color NAIP Ortho Photo,Not Applicable,CT DEP NHS,2009/07/21 00:00:00+00,,"Acer saccharum-Fraxinus americana/Carex sprengalii; Acer saccharinum/Onoclea sensibilis; Acer saccharinum/Ageratina altissima",,CT2B1A0000,,True,,,,Palustrine Forested,831030.18870243,920128.18432834,FF,6151.34833209671,-953701.291593722
1372,Indian River Marsh,,Intertidal Marsh,Brackish Marsh,54.30882671,,Aerial Photo Interpretation,CT 2005 Coastal Infrared Ortho Photo,Not Applicable,CT DEP NHS,2009/09/21 00:00:00+00,,,Abundant Phragmites especially in upper reaches,CE1B2A0000,,True,,,,Estuarine,1062916.07794811,663516.55614844,IM,9239.12952227556,-2365692.49152684
1373,Boston Post Road Cedar Swamp,,Acidic Atlantic White Cedar Swamp,Cedar/Hardwood,4.16047638,,Aerial Photo Interpretation,CT 2004 Black and White Ortho Photo,Not Applicable,CT DEP NHS,2009/09/21 00:00:00+00,,,Somewhat degraded with poor water quality,CP2B2A3000,,True,,,,Palustrine Forested,1103755.74298778,672828.50635652,AAWCS,2319.24572608708,-181230.351268137
1374,Peak NE of Richrads Pond,0,Acidic Rocky Summit Outcrop,Scrub Oak,10.54533347,,Aerial Photo Interpretation,CT 2006 Color NAIP Ortho Photo,Not Applicable,CT DEP NHS,2009/04/01 00:00:00+00, , ,"?appears on NAIP imagery to be deciduous woodland on bald, with numerous litle bald openings; nothing that strongly suggests scrub oak; may be Oak-Hickory?",CT1A2A0000, ,True,Not Applicable,Not Applicable,Not Applicable,Terrestrial Non-forested,806737.9899116,840479.41416427,AcRSO,5053.61756869639,-459354.726366756
1375,High Rock,0,Acidic Rocky Summit Outcrop,Grassy Glade/Bald,2.43768317,,Aerial Photo Interpretation,CT 2006 Color NAIP Ortho Photo,Not Applicable,CT DEP NHS,2009/04/01 00:00:00+00, , ,"?bald - mixed or pine woodland complex; unknown if scrub oak important; check if Moorhead' has notes",CT1A2A0000, ,True,Not Applicable,Not Applicable,Not Applicable,Terrestrial Non-forested,827197.79413627,868557.68182651,AcRSO,1335.45061052912,-106185.479042836
1376,High Rock,0,Acidic Rocky Summit Outcrop,Grassy Glade/Bald,0.07277393,,Aerial Photo Interpretation,CT 2006 Color NAIP Ortho Photo,Not Applicable,CT DEP NHS,2009/04/01 00:00:00+00, , ,"ledge opening with Tephrosia dominant; check Moorhead notes",CT1A2A0000, ,True,Not Applicable,Not Applicable,Not Applicable,Terrestrial Non-forested,827827.3670241,867991.04483643,AcRSO,216.899996426403,-3170.03241221835
1377,Benton Hill Fen,3,Circumneutral Spring Fen,Shrub Thicket,0.69155547,,Aerial Photo Interpretation,CT 2004 Black and White Ortho Photo,Not Applicable,CT DEP NHS,2009/04/20 00:00:00+00,Not Applicable, ,densely tall-shrubby red maple woodland,CP3A1A1000,0,True,Not Applicable,Not Applicable,Not Applicable,Palustrine Non-forested,798663.97292318,873845.67912451,CirSF,753.39714482383,-30124.1563900032
1378,Benton Hill Fen,3,Circumneutral Spring Fen,Woodland,0.87275467,,Aerial Photo Interpretation,CT 2004 Black and White Ortho Photo,Not Applicable,CT DEP NHS,2009/04/20 00:00:00+00,Not Applicable,"Pinus strobus, Juniperus virginiana, Larix laricina, Dasiphora floribunda, Swida sericea, Salix sp., Carex cf. sterilis","conifer woodland; Moorhead 2009",CP3A1A1000,0,True,Not Applicable,Not Applicable,Not Applicable,Palustrine Non-forested,798476.96214236,873661.01184293,CirSF,1334.99190670603,-38017.1938253132
1379,West Branch Salmon Brook,0,Beachshore,Riverine,0.05953213,,Aerial Photo Interpretation,CT 2004 Black and White Ortho Photo,Not Applicable,CT DEP NHS,2009/06/06 00:00:00+00, , , ,CE1C3A0000, ,True,Not Applicable,Not Applicable,Not Applicable,Palustrine Non-forested,978429.2272371,901466.05301752,B,280.806538071027,-2593.21990017454
1380,West Branch Salmon Brook,0,Floodplain Forest,Undifferentiated,18.97561341,,Aerial Photo Interpretation,CT 2004 Black and White Ortho Photo,Not Applicable,CT DEP NHS,2009/06/06 00:00:00+00, , ,High floodplain with inclusions of Low Floodplain and open-canopy sand/gravel/cobble bars,CT2B1A0000, ,True,Not Applicable,Not Applicable,Not Applicable,Palustrine Forested,976017.25437077,904897.44641718,FF,9686.59113730951,-826577.720492368
1381,West Branch Salmon Brook,0,Floodplain Forest,Undifferentiated,9.29175642,,Aerial Photo Interpretation,CT 2004 Black and White Ortho Photo,Not Applicable,CT DEP NHS,2009/06/06 00:00:00+00, , ,High floodplain with inclusions of Low Floodplain and open-canopy sand/gravel/cobble bars,CT2B1A0000, ,True,Not Applicable,Not Applicable,Not Applicable,Palustrine Forested,975457.86506961,905691.98682285,FF,4215.29212674373,-404748.90996067
1382,West Branch Salmon Brook,0,Beachshore,Riverine,0.34934424,,Aerial Photo Interpretation,CT 2004 Black and White Ortho Photo,Not Applicable,CT DEP NHS,2009/06/06 00:00:00+00, , ,with inclusions of Low Floodplain and open-canopy sand/gravel/cobble bars,CE1C3A0000, ,True,Not Applicable,Not Applicable,Not Applicable,Palustrine Non-forested,975688.87674668,905451.56407535,B,790.864075939655,-15217.4352198571
1383,Farmington River,0,Floodplain Forest,High Floodplain,12.16597244,,Aerial Photo Interpretation,CT 2004 Black and White Ortho Photo,Not Applicable,CT DEP NHS,2009/06/06 00:00:00+00, , ,forest grown up on berms,CT2B1A0000, ,True,Not Applicable,Not Applicable,Not Applicable,Palustrine Forested,977507.19036728,849715.28906518,FF,11877.3189555304,-529949.759878856
1384,Farmington River,0,Floodplain Forest,Low Floodplain,5.17107849,,Aerial Photo Interpretation,CT 2004 Black and White Ortho Photo,Not Applicable,CT DEP NHS,2009/06/06 00:00:00+00, , , ,CT2B1A0000, ,True,Not Applicable,Not Applicable,Not Applicable,Palustrine Forested,977959.98506535,852239.44805885,FF,3261.3738905777,-225252.179177748
1385,Naugatuck State Forest,0,Acidic Rocky Summit Outcrop,Pitch Pine,1.35107465,,Aerial Photo Interpretation,CT 2004 Black and White Ortho Photo,Not Applicable,CT DEP NHS,2009/04/01 00:00:00+00, , ,"pitch pine-scrub oak woodland (maybe with some pitch pine scrub)-bald complex, with some white pine",CT1A2A0000, ,True,Not Applicable,Not Applicable,Not Applicable,Terrestrial Non-forested,908391.33581711,725366.56040093,AcRSO,1036.09141430123,-58852.8118551292
1386,Naugatuck State Forest,0,Acidic Rocky Summit Outcrop,Scrub Oak,0.72407029,,Aerial Photo Interpretation,CT 2004 Black and White Ortho Photo,Not Applicable,CT DEP NHS,2009/04/01 00:00:00+00, , ,"scrubby mixed woodland-bald complex; white pine and may be some pitch pine, unknown if scrub oak present",CT1A2A0000, ,True,Not Applicable,Not Applicable,Not Applicable,Terrestrial Non-forested,909164.75323352,725976.94467885,AcRSO,962.660535183863,-31540.5020543543
1387,Rock Rimmon,0,Acidic Rocky Summit Outcrop,Pitch Pine,2.21289603,,Aerial Photo Interpretation,CT 2006 Color NAIP Ortho Photo,Not Applicable,CT DEP NHS,2009/04/01 00:00:00+00, ,"Pinus rigida, Q ilicifolia, Thorybes pylades","pitch pine-white pine-scrub oak woodland; nice; Moorhead observed 6/15/1999",CT1A2A0000, ,True,Not Applicable,Not Applicable,Not Applicable,Terrestrial Non-forested,914362.56862527,715747.71874627,AcRSO,1248.08468951612,-96393.7514625394
1388,Farmington River,0,Floodplain Forest,Alluvial Swamp,2.95277876,,Aerial Photo Interpretation,CT 2004 Black and White Ortho Photo,Not Applicable,CT DEP NHS,, , , ,CT2B1A0000, ,True,Not Applicable,Not Applicable,Not Applicable,Palustrine Forested,970315.12962019,824374.69407719,FF,1786.62617987894,-128623.042833193
1389,Farmington River,0,Floodplain Forest,Low Floodplain,4.24021488,,Aerial Photo Interpretation,CT 2004 Black and White Ortho Photo,Not Applicable,CT DEP NHS,, , ,,CT2B1A0000, ,True,Not Applicable,Not Applicable,Not Applicable,Palustrine Forested,970574.54970502,824298.74803485,FF,1836.50059936216,-184703.760592738
1390,Farmington River,0,Floodplain Forest,Low Floodplain,0.56948253,,Aerial Photo Interpretation,CT 2004 Black and White Ortho Photo,Not Applicable,CT DEP NHS,, , , ,CT2B1A0000, ,True,Not Applicable,Not Applicable,Not Applicable,Palustrine Forested,970958.84978944,820589.32566368,FF,616.377901659757,-24806.6591942907
1391,Farmington River,0,Floodplain Forest,Low Floodplain,0.97182635,,Aerial Photo Interpretation,CT 2004 Black and White Ortho Photo,Not Applicable,CT DEP NHS,, , , ,CT2B1A0000, ,True,Not Applicable,Not Applicable,Not Applicable,Palustrine Forested,971113.97054219,820350.09254635,FF,839.821459372561,-42332.7559688042
1392,Farmington River,0,Floodplain Forest,Low Floodplain,1.32397361,,Aerial Photo Interpretation,CT 2004 Black and White Ortho Photo,Not Applicable,CT DEP NHS,, , , ,CT2B1A0000, ,True,Not Applicable,Not Applicable,Not Applicable,Palustrine Forested,970114.56309218,821078.56812351,FF,1276.49176178854,-57672.2905999146
1393,Farmington River,0,Floodplain Forest,Low Floodplain,1.91134895,,Aerial Photo Interpretation,CT 2004 Black and White Ortho Photo,Not Applicable,CT DEP NHS,, , , ,CT2B1A0000, ,True,Not Applicable,Not Applicable,Not Applicable,Palustrine Forested,970032.08359836,821615.60543526,FF,1339.19754297576,-83258.3603303481
1394,Farmington River,0,Floodplain Forest,Low Floodplain,8.57658163,,Aerial Photo Interpretation,CT 2004 Black and White Ortho Photo,Not Applicable,CT DEP NHS,, , , ,CT2B1A0000, ,True,Not Applicable,Not Applicable,Not Applicable,Palustrine Forested,970054.43591585,822122.33309635,FF,2967.11506081826,-373595.895966878
1395,Farmington River,0,Floodplain Forest,Alluvial Marsh,12.05782856,,Aerial Photo Interpretation,CT 2004 Black and White Ortho Photo,Not Applicable,CT DEP NHS,, , , ,CT2B1A0000, ,True,Not Applicable,Not Applicable,Not Applicable,Palustrine Non-forested,970991.94814844,821347.96292594,FF,5076.72182668012,-525239.012376379
1396,Farmington River,0,Floodplain Forest,High Floodplain,1.09762249,,Aerial Photo Interpretation,CT 2004 Black and White Ortho Photo,Not Applicable,CT DEP NHS,, , ,mapped based on LIDAR 2000 elevation,CT2B1A0000, ,True,Not Applicable,Not Applicable,Not Applicable,Palustrine Forested,986064.93834361,867944.20372277,FF,1412.25892094698,-47812.436065267
1397,Farmington River,0,Floodplain Forest,Undifferentiated,0.84639375,,Aerial Photo Interpretation,CT 2004 Black and White Ortho Photo,Not Applicable,CT DEP NHS,, , ,,CT2B1A0000, ,True,Not Applicable,Not Applicable,Not Applicable,Palustrine Forested,985848.10085077,868184.70455411,FF,1538.6881866463,-36868.9118799398
1398,Norwalk Islands,1,Beachshore,Salt,44.69613009,,Aerial Photo Interpretation,CT 2004 Black and White Ortho Photo,Not Applicable,CT DEP NHS,, , ,Sheffield/Shea Island,CE1C1A0000,42,True,Not Applicable,Not Applicable,Not Applicable,Estuarine,817664.42606394,580691.21655009,B,47279.2189184103,-1946963.4269558
1399,Norwalk Islands,2,Beachshore,Salt,17.32358816,,Aerial Photo Interpretation,CT 2004 Black and White Ortho Photo,Not Applicable,CT DEP NHS,, , ,"Chimon/Crow/Copps Island; cobble beaches",CE1C1A0000,42,True,Not Applicable,Not Applicable,Not Applicable,Estuarine,823332.44458352,583626.1004441,B,21600.6858760542,-754615.500274359
1400,Jordan Cove,1,Beachshore,Salt,2.50753399,,Aerial Photo Interpretation,CT 2004 Black and White Ortho Photo,Not Applicable,CT DEP NHS,, , , ,CE1C1A0000,17,True,Not Applicable,Not Applicable,Not Applicable,Estuarine,1164924.99007161,675689.0521446,B,2219.16972593563,-109228.180861488
1401,Pecausett Meadow,0,Beachshore,Riverine,0.36422789,,Aerial Photo Interpretation,CT 2005 Coastal Infrared Ortho Photo,Not Applicable,CT DEP NHS,, , ,"upper sandy mainland shore, mostly w/o canopy, interpolated between sections with tree canopy",CE1C3A0000,0,True,Not Applicable,Not Applicable,Not Applicable,Palustrine Non-forested,1039030.87604669,766248.59904351,B,1097.14269484891,-15865.7670141057
1402,Congamond Bogs,4,Poor Fen,Dwarf Shrub,2.00411351,,Aerial Photo Interpretation,CT 2004 Black and White Ortho Photo,Not Applicable,CT DEP NHS,, , , ,CP2C2A0000,33,True,Not Applicable,Not Applicable,Not Applicable,Palustrine Non-forested,998195.88586644,931957.8230706,PF,2028.38807482576,-87299.1846625784
1403,"Farmill River, Pine Rock Park",2,Intertidal Marsh,Freshwater Marsh,8.08835743,,Aerial Photo Interpretation,CT 2004 Black and White Ortho Photo,Not Applicable,CT DEP NHS,, , ,"Phragmites; inquire about restoration",CE1B3A0000,16,True,Not Applicable,Not Applicable,Not Applicable,Estuarine,905410.96054427,654492.93968127,IM,3801.08054819629,-352328.85000625
1404,"Farmill River, Pine Rock Park",3,Intertidal Marsh,Freshwater Marsh,4.61530319,,Aerial Photo Interpretation,CT 2004 Black and White Ortho Photo,Not Applicable,CT DEP NHS,, , ,"Phragmites; inquire about restoration",CE1B3A0000,16,True,Not Applicable,Not Applicable,Not Applicable,Estuarine,906501.16702526,654681.2299871,IM,2385.69970048842,-201042.607307997
1405,Salmon River,2,Intertidal Marsh,Freshwater Marsh,71.85570297,,Aerial Photo Interpretation,CT 2005 Coastal Infrared Ortho Photo,Not Applicable,CT DEP NHS,, , ,grades into tidal swamp,CE1B3A0000,10,True,Not Applicable,Not Applicable,Not Applicable,Estuarine,1074801.14210445,733245.52200518,IM,13420.5149670522,-3130034.42178343
1406,Chapman Pond,0,Floodplain Forest,Undifferentiated,40.60509977,,Aerial Photo Interpretation,CT 2004 Black and White Ortho Photo,Not Applicable,CT DEP NHS,, , , ,CT2B1A0000,0,True,Not Applicable,Not Applicable,Not Applicable,Palustrine Forested,1082772.73377277,719966.40978393,FF,11777.3917102614,-1768758.14608424
